chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene	Feature_type	Feature_type2	Feature_type3	Feature_type4	Feature_type5	Feature_type6	Feature_type7	Feature_type8	Feature_type9	Feature_type10	Feature_type11
9	126860782	LOC126860782						biological-region	enhancer										
9	126860783	LOC126860783						biological-region	enhancer										
9	126860784	LOC126860784						biological-region	enhancer										
9	126860785	LOC126860785						biological-region	enhancer										
9	126860786	LOC126860786						biological-region	enhancer										
9	126860787	LOC126860787						biological-region	enhancer										
9	126860788	LOC126860788						biological-region	enhancer										
9	126860789	LOC126860789						biological-region	enhancer										
9	126860790	LOC126860790						biological-region	enhancer										
9	126860791	LOC126860791						biological-region	enhancer										
9	126860792	LOC126860792						biological-region	enhancer										
9	126860793	LOC126860793						biological-region	enhancer										
9	126860794	LOC126860794						biological-region	enhancer										
9	126860795	LOC126860795						biological-region	enhancer										
9	126860796	LOC126860796						biological-region	enhancer										
9	126860797	LOC126860797						biological-region	enhancer										
9	126860798	LOC126860798						biological-region	enhancer										
9	126860799	LOC126860799						biological-region	enhancer										
9	126860800	LOC126860800						biological-region	enhancer										
9	126860801	LOC126860801						biological-region	enhancer										
9	127138903	LOC127138903						biological-region	enhancer										
9	127138904	LOC127138904						biological-region	enhancer										
9	127396487	LOC127396487						biological-region	enhancer										
9	127396488	LOC127396488						biological-region	enhancer										
9	127396489	LOC127396489						biological-region	enhancer										
9	127396490	LOC127396490						biological-region	enhancer										
9	127396491	LOC127396491						biological-region	enhancer										
9	127396492	LOC127396492						biological-region	enhancer										
9	127396493	LOC127396493						biological-region	enhancer										
9	127396494	LOC127396494						biological-region	enhancer										
9	127814299	LOC127814299						biological-region	-										
9	127814300	LOC127814300						biological-region	-										
9	127814301	LOC127814301						biological-region	-										
9	127814302	LOC127814302						biological-region	-										
9	127814303	LOC127814303						biological-region	-										
9	127814304	LOC127814304						biological-region	-										
9	127814305	LOC127814305						biological-region	-										
9	127814306	LOC127814306						biological-region	-										
9	127814307	LOC127814307						biological-region	-										
9	127814308	LOC127814308						biological-region	-										
9	127814309	LOC127814309						biological-region	-										
9	127814310	LOC127814310						biological-region	-										
9	127814311	LOC127814311						biological-region	-										
9	127814312	LOC127814312						biological-region	-										
9	127814313	LOC127814313						biological-region	-										
9	127814314	LOC127814314						biological-region	-										
9	127814315	LOC127814315						biological-region	-										
9	127814316	LOC127814316						biological-region	-										
9	127814317	LOC127814317						biological-region	-										
9	127814318	LOC127814318						biological-region	-										
9	127814319	LOC127814319						biological-region	-										
9	127814320	LOC127814320						biological-region	-										
9	127814321	LOC127814321						biological-region	-										
9	127814322	LOC127814322						biological-region	-										
9	127814323	LOC127814323						biological-region	-										
9	127814324	LOC127814324						biological-region	-										
9	127814325	LOC127814325						biological-region	-										
9	127814326	LOC127814326						biological-region	-										
9	127814327	LOC127814327						biological-region	-										
9	127814328	LOC127814328						biological-region	-										
9	127814329	LOC127814329						biological-region	-										
9	127814330	LOC127814330						biological-region	-										
9	127814331	LOC127814331						biological-region	-										
9	127814332	LOC127814332						biological-region	-										
9	127814333	LOC127814333						biological-region	-										
9	127814334	LOC127814334						biological-region	-										
9	127814335	LOC127814335						biological-region	-										
9	127814336	LOC127814336						biological-region	-										
9	127814337	LOC127814337						biological-region	-										
9	127814338	LOC127814338						biological-region	-										
9	127814339	LOC127814339						biological-region	-										
9	127814340	LOC127814340						biological-region	-										
9	127814341	LOC127814341						biological-region	-										
9	127814342	LOC127814342						biological-region	-										
9	127814343	LOC127814343						biological-region	-										
9	127814344	LOC127814344						biological-region	-										
9	127814345	LOC127814345						biological-region	-										
9	127814346	LOC127814346						biological-region	-										
9	127814347	LOC127814347						biological-region	-										
9	127814348	LOC127814348						biological-region	-										
9	127814349	LOC127814349						biological-region	-										
9	127814350	LOC127814350						biological-region	-										
9	127814351	LOC127814351						biological-region	-										
9	127814352	LOC127814352						biological-region	-										
9	127814353	LOC127814353						biological-region	-										
9	127814354	LOC127814354						biological-region	-										
9	127814355	LOC127814355						biological-region	-										
9	127814356	LOC127814356						biological-region	-										
9	127814357	LOC127814357						biological-region	-										
9	127814358	LOC127814358						biological-region	-										
9	127814359	LOC127814359						biological-region	-										
9	127814360	LOC127814360						biological-region	-										
9	127814361	LOC127814361						biological-region	-										
9	127814362	LOC127814362						biological-region	-										
9	127814363	LOC127814363						biological-region	-										
9	127814364	LOC127814364						biological-region	-										
9	127814365	LOC127814365						biological-region	-										
9	127814366	LOC127814366						biological-region	-										
9	127814367	LOC127814367						biological-region	-										
9	127814368	LOC127814368						biological-region	-										
9	127814369	LOC127814369						biological-region	-										
9	127814370	LOC127814370						biological-region	-										
9	127814371	LOC127814371						biological-region	-										
9	127814372	LOC127814372						biological-region	-										
9	127814373	LOC127814373						biological-region	-										
9	127814374	LOC127814374						biological-region	-										
9	127814375	LOC127814375						biological-region	-										
9	127814376	LOC127814376						biological-region	-										
9	127814377	LOC127814377						biological-region	-										
9	127814378	LOC127814378						biological-region	-										
9	127814379	LOC127814379						biological-region	-										
9	127814380	LOC127814380						biological-region	-										
9	127814381	LOC127814381						biological-region	-										
9	127814382	LOC127814382						biological-region	-										
9	127814383	LOC127814383						biological-region	-										
9	127814384	LOC127814384						biological-region	-										
9	127814385	LOC127814385						biological-region	-										
9	127814386	LOC127814386						biological-region	-										
9	127814387	LOC127814387						biological-region	-										
9	127814388	LOC127814388						biological-region	-										
9	127814389	LOC127814389						biological-region	-										
9	127814390	LOC127814390						biological-region	-										
9	127814391	LOC127814391						biological-region	-										
9	127814392	LOC127814392						biological-region	-										
9	127814393	LOC127814393						biological-region	-										
9	127814394	LOC127814394						biological-region	-										
9	127814395	LOC127814395						biological-region	-										
9	127814396	LOC127814396						biological-region	-										
9	127814397	LOC127814397						biological-region	-										
9	127814398	LOC127814398						biological-region	-										
9	127814399	LOC127814399						biological-region	-										
9	127814400	LOC127814400						biological-region	-										
9	127814401	LOC127814401						biological-region	-										
9	127814402	LOC127814402						biological-region	-										
9	127814403	LOC127814403						biological-region	-										
9	127814404	LOC127814404						biological-region	-										
9	127814405	LOC127814405						biological-region	-										
9	127814406	LOC127814406						biological-region	-										
9	127814407	LOC127814407						biological-region	-										
9	127814408	LOC127814408						biological-region	-										
9	127814409	LOC127814409						biological-region	-										
9	127814410	LOC127814410						biological-region	-										
9	127814411	LOC127814411						biological-region	-										
9	127814412	LOC127814412						biological-region	-										
9	127814413	LOC127814413						biological-region	-										
9	127814414	LOC127814414						biological-region	-										
9	127814415	LOC127814415						biological-region	-										
9	127814416	LOC127814416						biological-region	-										
9	127814417	LOC127814417						biological-region	-										
9	127814418	LOC127814418						biological-region	-										
9	127814419	LOC127814419						biological-region	-										
9	127814420	LOC127814420						biological-region	-										
9	127814421	LOC127814421						biological-region	-										
9	127814422	LOC127814422						biological-region	-										
9	127814423	LOC127814423						biological-region	-										
9	127814424	LOC127814424						biological-region	-										
9	127814425	LOC127814425						biological-region	-										
9	127814426	LOC127814426						biological-region	-										
9	127814427	LOC127814427						biological-region	-										
9	127814428	LOC127814428						biological-region	-										
9	127814429	LOC127814429						biological-region	-										
9	127814430	LOC127814430						biological-region	-										
9	127814431	LOC127814431						biological-region	-										
9	127814432	LOC127814432						biological-region	-										
9	127814433	LOC127814433						biological-region	-										
9	127814434	LOC127814434						biological-region	-										
9	127814435	LOC127814435						biological-region	-										
9	127814436	LOC127814436						biological-region	-										
9	127814437	LOC127814437						biological-region	-										
9	127814438	LOC127814438						biological-region	-										
9	127814439	LOC127814439						biological-region	-										
9	127814440	LOC127814440						biological-region	-										
9	127814441	LOC127814441						biological-region	-										
9	127814442	LOC127814442						biological-region	-										
9	127814443	LOC127814443						biological-region	-										
9	127814444	LOC127814444						biological-region	-										
9	127814445	LOC127814445						biological-region	-										
9	127814446	LOC127814446						biological-region	-										
9	127814447	LOC127814447						biological-region	-										
9	127814448	LOC127814448						biological-region	-										
9	127814449	LOC127814449						biological-region	-										
9	127814450	LOC127814450						biological-region	-										
9	127814451	LOC127814451						biological-region	-										
9	127814452	LOC127814452						biological-region	-										
9	127814453	LOC127814453						biological-region	-										
9	127814454	LOC127814454						biological-region	-										
9	127814455	LOC127814455						biological-region	-										
9	127814456	LOC127814456						biological-region	-										
9	127814457	LOC127814457						biological-region	-										
9	127814458	LOC127814458						biological-region	-										
9	127814459	LOC127814459						biological-region	-										
9	127814460	LOC127814460						biological-region	-										
9	127814461	LOC127814461						biological-region	-										
9	127814462	LOC127814462						biological-region	-										
9	127814463	LOC127814463						biological-region	-										
9	127814464	LOC127814464						biological-region	-										
9	127814465	LOC127814465						biological-region	-										
9	127814466	LOC127814466						biological-region	-										
9	127814467	LOC127814467						biological-region	-										
9	127814468	LOC127814468						biological-region	-										
9	127814469	LOC127814469						biological-region	-										
9	127814470	LOC127814470						biological-region	-										
9	127814471	LOC127814471						biological-region	-										
9	127814472	LOC127814472						biological-region	-										
9	127814473	LOC127814473						biological-region	-										
9	127814474	LOC127814474						biological-region	-										
9	127814475	LOC127814475						biological-region	-										
9	127814476	LOC127814476						biological-region	-										
9	127814477	LOC127814477						biological-region	-										
9	127814478	LOC127814478						biological-region	-										
9	127814479	LOC127814479						biological-region	-										
9	127814480	LOC127814480						biological-region	-										
9	127814481	LOC127814481						biological-region	-										
9	127814482	LOC127814482						biological-region	-										
9	127814483	LOC127814483						biological-region	-										
9	127814484	LOC127814484						biological-region	-										
9	127814485	LOC127814485						biological-region	-										
9	127814486	LOC127814486						biological-region	-										
9	127814487	LOC127814487						biological-region	-										
9	127814488	LOC127814488						biological-region	-										
9	127814489	LOC127814489						biological-region	-										
9	127814490	LOC127814490						biological-region	-										
9	127814491	LOC127814491						biological-region	-										
9	127814492	LOC127814492						biological-region	-										
9	127814493	LOC127814493						biological-region	-										
9	127814494	LOC127814494						biological-region	-										
9	127814495	LOC127814495						biological-region	-										
9	127814496	LOC127814496						biological-region	-										
9	127814497	LOC127814497						biological-region	-										
9	127814498	LOC127814498						biological-region	-										
9	127814499	LOC127814499						biological-region	-										
9	127814500	LOC127814500						biological-region	-										
9	127814501	LOC127814501						biological-region	-										
9	127814502	LOC127814502						biological-region	-										
9	127814503	LOC127814503						biological-region	-										
9	127814504	LOC127814504						biological-region	-										
9	127814505	LOC127814505						biological-region	-										
9	127814506	LOC127814506						biological-region	-										
9	127814507	LOC127814507						biological-region	-										
9	127814508	LOC127814508						biological-region	-										
9	127814509	LOC127814509						biological-region	-										
9	127814510	LOC127814510						biological-region	-										
9	127814511	LOC127814511						biological-region	-										
9	127814512	LOC127814512						biological-region	-										
9	127814513	LOC127814513						biological-region	-										
9	127814514	LOC127814514						biological-region	-										
9	127814515	LOC127814515						biological-region	-										
9	127814516	LOC127814516						biological-region	-										
9	127814517	LOC127814517						biological-region	-										
9	127814518	LOC127814518						biological-region	-										
9	127814519	LOC127814519						biological-region	-										
9	127814520	LOC127814520						biological-region	-										
9	127814521	LOC127814521						biological-region	-										
9	127814522	LOC127814522						biological-region	-										
9	127814523	LOC127814523						biological-region	-										
9	127814524	LOC127814524						biological-region	-										
9	127814525	LOC127814525						biological-region	-										
9	127814526	LOC127814526						biological-region	-										
9	127814527	LOC127814527						biological-region	-										
9	127814528	LOC127814528						biological-region	-										
9	127814529	LOC127814529						biological-region	-										
9	127814530	LOC127814530						biological-region	-										
9	127814531	LOC127814531						biological-region	-										
9	127814532	LOC127814532						biological-region	-										
9	127814533	LOC127814533						biological-region	-										
9	127814534	LOC127814534						biological-region	-										
9	127814535	LOC127814535						biological-region	-										
9	127814536	LOC127814536						biological-region	-										
9	127814537	LOC127814537						biological-region	-										
9	127814538	LOC127814538						biological-region	-										
9	127814539	LOC127814539						biological-region	-										
9	127814540	LOC127814540						biological-region	-										
9	127814541	LOC127814541						biological-region	-										
9	127814542	LOC127814542						biological-region	-										
9	127814543	LOC127814543						biological-region	-										
9	127814544	LOC127814544						biological-region	-										
9	127814545	LOC127814545						biological-region	-										
9	127814546	LOC127814546						biological-region	-										
9	127814547	LOC127814547						biological-region	-										
9	127814548	LOC127814548						biological-region	-										
9	127814549	LOC127814549						biological-region	-										
9	127814550	LOC127814550						biological-region	-										
9	127814551	LOC127814551						biological-region	-										
9	127814552	LOC127814552						biological-region	-										
9	127814553	LOC127814553						biological-region	-										
9	127814554	LOC127814554						biological-region	-										
9	127814555	LOC127814555						biological-region	-										
9	127814556	LOC127814556						biological-region	-										
9	127814557	LOC127814557						biological-region	-										
9	127814558	LOC127814558						biological-region	-										
9	127814559	LOC127814559						biological-region	-										
9	127814560	LOC127814560						biological-region	-										
9	127814561	LOC127814561						biological-region	-										
9	127814562	LOC127814562						biological-region	-										
9	127814563	LOC127814563						biological-region	-										
9	127814564	LOC127814564						biological-region	-										
9	127814565	LOC127814565						biological-region	-										
9	127814566	LOC127814566						biological-region	-										
9	127814567	LOC127814567						biological-region	-										
9	127814568	LOC127814568						biological-region	-										
9	127814569	LOC127814569						biological-region	-										
9	127814570	LOC127814570						biological-region	-										
9	127814571	LOC127814571						biological-region	-										
9	127814572	LOC127814572						biological-region	-										
9	127814573	LOC127814573						biological-region	-										
9	127814574	LOC127814574						biological-region	-										
9	127814575	LOC127814575						biological-region	-										
9	127814576	LOC127814576						biological-region	-										
9	127814577	LOC127814577						biological-region	-										
9	127814578	LOC127814578						biological-region	-										
9	127814579	LOC127814579						biological-region	-										
9	127814580	LOC127814580						biological-region	-										
9	127814581	LOC127814581						biological-region	-										
9	127814582	LOC127814582						biological-region	-										
9	127814583	LOC127814583						biological-region	-										
9	127814584	LOC127814584						biological-region	-										
9	127814585	LOC127814585						biological-region	-										
9	127814586	LOC127814586						biological-region	-										
9	127814587	LOC127814587						biological-region	-										
9	127814588	LOC127814588						biological-region	-										
9	127814589	LOC127814589						biological-region	-										
9	127814590	LOC127814590						biological-region	-										
9	127814591	LOC127814591						biological-region	-										
9	127814592	LOC127814592						biological-region	-										
9	127814593	LOC127814593						biological-region	-										
9	127814594	LOC127814594						biological-region	-										
9	127814595	LOC127814595						biological-region	-										
9	127814596	LOC127814596						biological-region	-										
9	127814597	LOC127814597						biological-region	-										
9	127814598	LOC127814598						biological-region	-										
9	127814599	LOC127814599						biological-region	-										
9	127814600	LOC127814600						biological-region	-										
9	127814601	LOC127814601						biological-region	-										
9	127814602	LOC127814602						biological-region	-										
9	127814603	LOC127814603						biological-region	-										
9	127814604	LOC127814604						biological-region	-										
9	127814605	LOC127814605						biological-region	-										
9	127814606	LOC127814606						biological-region	-										
9	127814607	LOC127814607						biological-region	-										
9	127814608	LOC127814608						biological-region	-										
9	127814609	LOC127814609						biological-region	-										
9	127814610	LOC127814610						biological-region	-										
9	127814611	LOC127814611						biological-region	-										
9	127814612	LOC127814612						biological-region	-										
9	127814613	LOC127814613						biological-region	-										
9	127814614	LOC127814614						biological-region	-										
9	127814615	LOC127814615						biological-region	-										
9	127814616	LOC127814616						biological-region	-										
9	127814617	LOC127814617						biological-region	-										
9	127814618	LOC127814618						biological-region	-										
9	127814619	LOC127814619						biological-region	-										
9	127814620	LOC127814620						biological-region	-										
9	127814621	LOC127814621						biological-region	-										
9	127814622	LOC127814622						biological-region	-										
9	127814623	LOC127814623						biological-region	-										
9	127814624	LOC127814624						biological-region	-										
9	127814625	LOC127814625						biological-region	-										
9	127814626	LOC127814626						biological-region	-										
9	127814627	LOC127814627						biological-region	-										
9	127814628	LOC127814628						biological-region	-										
9	127814629	LOC127814629						biological-region	-										
9	127814630	LOC127814630						biological-region	-										
9	127814631	LOC127814631						biological-region	-										
9	127814632	LOC127814632						biological-region	-										
9	127814633	LOC127814633						biological-region	-										
9	127814634	LOC127814634						biological-region	-										
9	127814635	LOC127814635						biological-region	-										
9	127814636	LOC127814636						biological-region	-										
9	127814637	LOC127814637						biological-region	-										
9	127814638	LOC127814638						biological-region	-										
9	127814639	LOC127814639						biological-region	-										
9	127814640	LOC127814640						biological-region	-										
9	127814641	LOC127814641						biological-region	-										
9	127814642	LOC127814642						biological-region	-										
9	127814643	LOC127814643						biological-region	-										
9	127814644	LOC127814644						biological-region	-										
9	127814645	LOC127814645						biological-region	-										
9	127814646	LOC127814646						biological-region	-										
9	127814647	LOC127814647						biological-region	-										
9	127814648	LOC127814648						biological-region	-										
9	127814649	LOC127814649						biological-region	-										
9	127814650	LOC127814650						biological-region	-										
9	127814651	LOC127814651						biological-region	-										
9	127814652	LOC127814652						biological-region	-										
9	127814653	LOC127814653						biological-region	-										
9	127814654	LOC127814654						biological-region	-										
9	127814655	LOC127814655						biological-region	-										
9	127814656	LOC127814656						biological-region	-										
9	127814657	LOC127814657						biological-region	-										
9	127814658	LOC127814658						biological-region	-										
9	127814659	LOC127814659						biological-region	-										
9	127814660	LOC127814660						biological-region	-										
9	127814661	LOC127814661						biological-region	-										
9	127814662	LOC127814662						biological-region	-										
9	127814663	LOC127814663						biological-region	-										
9	127814664	LOC127814664						biological-region	-										
9	127814665	LOC127814665						biological-region	-										
9	127814666	LOC127814666						biological-region	-										
9	127814667	LOC127814667						biological-region	-										
9	127814668	LOC127814668						biological-region	-										
9	127814669	LOC127814669						biological-region	-										
9	127814670	LOC127814670						biological-region	-										
9	127814671	LOC127814671						biological-region	-										
9	127814672	LOC127814672						biological-region	-										
9	127814673	LOC127814673						biological-region	-										
9	127814674	LOC127814674						biological-region	-										
9	127814675	LOC127814675						biological-region	-										
9	127814676	LOC127814676						biological-region	-										
9	127814677	LOC127814677						biological-region	-										
9	127814678	LOC127814678						biological-region	-										
9	127814679	LOC127814679						biological-region	-										
9	127814680	LOC127814680						biological-region	-										
9	127814681	LOC127814681						biological-region	-										
9	127814682	LOC127814682						biological-region	-										
9	127814683	LOC127814683						biological-region	-										
9	127814684	LOC127814684						biological-region	-										
9	127814685	LOC127814685						biological-region	-										
9	127814686	LOC127814686						biological-region	-										
9	127814687	LOC127814687						biological-region	-										
9	127814688	LOC127814688						biological-region	-										
9	127814689	LOC127814689						biological-region	-										
9	127814690	LOC127814690						biological-region	-										
9	127814691	LOC127814691						biological-region	-										
9	127814692	LOC127814692						biological-region	-										
9	127814693	LOC127814693						biological-region	-										
9	127814694	LOC127814694						biological-region	-										
9	127814695	LOC127814695						biological-region	-										
9	127814696	LOC127814696						biological-region	-										
9	127814697	LOC127814697						biological-region	-										
9	127814698	LOC127814698						biological-region	-										
9	127814699	LOC127814699						biological-region	-										
9	127814700	LOC127814700						biological-region	-										
9	127814701	LOC127814701						biological-region	-										
9	127814702	LOC127814702						biological-region	-										
9	127814703	LOC127814703						biological-region	-										
9	127814704	LOC127814704						biological-region	-										
9	127814705	LOC127814705						biological-region	-										
9	127814706	LOC127814706						biological-region	-										
9	127814707	LOC127814707						biological-region	-										
9	127814708	LOC127814708						biological-region	-										
9	127814709	LOC127814709						biological-region	-										
9	127814710	LOC127814710						biological-region	-										
9	127814711	LOC127814711						biological-region	-										
9	127814712	LOC127814712						biological-region	-										
9	127814713	LOC127814713						biological-region	-										
9	127814714	LOC127814714						biological-region	-										
9	127814715	LOC127814715						biological-region	-										
9	127814716	LOC127814716						biological-region	-										
9	127814717	LOC127814717						biological-region	-										
9	127814718	LOC127814718						biological-region	-										
9	127814719	LOC127814719						biological-region	-										
9	127814720	LOC127814720						biological-region	-										
9	127814721	LOC127814721						biological-region	-										
9	127814722	LOC127814722						biological-region	-										
9	127814723	LOC127814723						biological-region	-										
9	127814724	LOC127814724						biological-region	-										
9	127814725	LOC127814725						biological-region	-										
9	127814726	LOC127814726						biological-region	-										
9	127814727	LOC127814727						biological-region	-										
9	127814728	LOC127814728						biological-region	-										
9	127814729	LOC127814729						biological-region	-										
9	127814730	LOC127814730						biological-region	-										
9	127814731	LOC127814731						biological-region	-										
9	127814732	LOC127814732						biological-region	-										
9	127814733	LOC127814733						biological-region	-										
9	127814734	LOC127814734						biological-region	-										
9	127814735	LOC127814735						biological-region	-										
9	127814736	LOC127814736						biological-region	-										
9	127814737	LOC127814737						biological-region	-										
9	127814738	LOC127814738						biological-region	-										
9	127814739	LOC127814739						biological-region	-										
9	127814740	LOC127814740						biological-region	-										
9	127814741	LOC127814741						biological-region	-										
9	127814742	LOC127814742						biological-region	-										
9	127814743	LOC127814743						biological-region	-										
9	127814744	LOC127814744						biological-region	-										
9	127814745	LOC127814745						biological-region	-										
9	127814746	LOC127814746						biological-region	-										
9	127814747	LOC127814747						biological-region	-										
9	127814748	LOC127814748						biological-region	-										
9	127814749	LOC127814749						biological-region	-										
9	127814750	LOC127814750						biological-region	-										
9	127814751	LOC127814751						biological-region	-										
9	127814752	LOC127814752						biological-region	-										
9	127814753	LOC127814753						biological-region	-										
9	127814754	LOC127814754						biological-region	-										
9	127814755	LOC127814755						biological-region	-										
9	127814756	LOC127814756						biological-region	-										
9	127814757	LOC127814757						biological-region	-										
9	127814758	LOC127814758						biological-region	-										
9	127814759	LOC127814759						biological-region	-										
9	127814760	LOC127814760						biological-region	-										
9	127814761	LOC127814761						biological-region	-										
9	127814762	LOC127814762						biological-region	-										
9	127814763	LOC127814763						biological-region	-										
9	127814764	LOC127814764						biological-region	-										
9	127814765	LOC127814765						biological-region	-										
9	127814766	LOC127814766						biological-region	-										
9	127814767	LOC127814767						biological-region	-										
9	127814768	LOC127814768						biological-region	-										
9	127814769	LOC127814769						biological-region	-										
9	127814770	LOC127814770						biological-region	-										
9	127814771	LOC127814771						biological-region	-										
9	127814772	LOC127814772						biological-region	-										
9	127814773	LOC127814773						biological-region	-										
9	127814774	LOC127814774						biological-region	-										
9	127814775	LOC127814775						biological-region	-										
9	127814776	LOC127814776						biological-region	-										
9	127814777	LOC127814777						biological-region	-										
9	127814778	LOC127814778						biological-region	-										
9	127814779	LOC127814779						biological-region	-										
9	127814780	LOC127814780						biological-region	-										
9	127814781	LOC127814781						biological-region	-										
9	127814782	LOC127814782						biological-region	-										
9	127814783	LOC127814783						biological-region	-										
9	127814784	LOC127814784						biological-region	-										
9	127814785	LOC127814785						biological-region	-										
9	127814786	LOC127814786						biological-region	-										
9	127814787	LOC127814787						biological-region	-										
9	127814788	LOC127814788						biological-region	-										
9	127814789	LOC127814789						biological-region	-										
9	127814790	LOC127814790						biological-region	-										
9	127814791	LOC127814791						biological-region	-										
9	127814792	LOC127814792						biological-region	-										
9	127814793	LOC127814793						biological-region	-										
9	127814794	LOC127814794						biological-region	-										
9	127814795	LOC127814795						biological-region	-										
9	127814796	LOC127814796						biological-region	-										
9	127814797	LOC127814797						biological-region	-										
9	127814798	LOC127814798						biological-region	-										
9	127814799	LOC127814799						biological-region	-										
9	127814800	LOC127814800						biological-region	-										
9	127814801	LOC127814801						biological-region	-										
9	127814802	LOC127814802						biological-region	-										
9	127814803	LOC127814803						biological-region	-										
9	127814804	LOC127814804						biological-region	-										
9	127814805	LOC127814805						biological-region	-										
9	127814806	LOC127814806						biological-region	-										
9	127814807	LOC127814807						biological-region	-										
9	127814808	LOC127814808						biological-region	-										
9	127814809	LOC127814809						biological-region	-										
9	127814810	LOC127814810						biological-region	-										
9	127814811	LOC127814811						biological-region	-										
9	127814812	LOC127814812						biological-region	-										
9	127814813	LOC127814813						biological-region	-										
9	127814814	LOC127814814						biological-region	-										
9	127814815	LOC127814815						biological-region	-										
9	127814816	LOC127814816						biological-region	-										
9	127814817	LOC127814817						biological-region	-										
9	127814818	LOC127814818						biological-region	-										
9	127814819	LOC127814819						biological-region	-										
9	127814820	LOC127814820						biological-region	-										
9	127814821	LOC127814821						biological-region	-										
9	127814822	LOC127814822						biological-region	-										
9	127814823	LOC127814823						biological-region	-										
9	127814824	LOC127814824						biological-region	-										
9	127814825	LOC127814825						biological-region	-										
9	127814826	LOC127814826						biological-region	-										
9	127814827	LOC127814827						biological-region	-										
9	127814828	LOC127814828						biological-region	-										
9	127814829	LOC127814829						biological-region	-										
9	127814830	LOC127814830						biological-region	-										
9	127814831	LOC127814831						biological-region	-										
9	127814832	LOC127814832						biological-region	-										
9	127814833	LOC127814833						biological-region	-										
9	127814834	LOC127814834						biological-region	-										
9	127814835	LOC127814835						biological-region	-										
9	127814836	LOC127814836						biological-region	-										
9	127814837	LOC127814837						biological-region	-										
9	127814838	LOC127814838						biological-region	-										
9	127814839	LOC127814839						biological-region	-										
9	127814840	LOC127814840						biological-region	-										
9	127814841	LOC127814841						biological-region	-										
9	127814842	LOC127814842						biological-region	-										
9	127814843	LOC127814843						biological-region	-										
9	127814844	LOC127814844						biological-region	-										
9	127814845	LOC127814845						biological-region	-										
9	127814846	LOC127814846						biological-region	-										
9	127814847	LOC127814847						biological-region	-										
9	127814848	LOC127814848						biological-region	-										
9	127814849	LOC127814849						biological-region	-										
9	127814850	LOC127814850						biological-region	-										
9	127814851	LOC127814851						biological-region	-										
9	127814852	LOC127814852						biological-region	-										
9	127814853	LOC127814853						biological-region	-										
9	127814854	LOC127814854						biological-region	-										
9	127814855	LOC127814855						biological-region	-										
9	127814856	LOC127814856						biological-region	-										
9	127814857	LOC127814857						biological-region	-										
9	127814858	LOC127814858						biological-region	-										
9	127814859	LOC127814859						biological-region	-										
9	127814860	LOC127814860						biological-region	-										
9	127814861	LOC127814861						biological-region	-										
9	127814862	LOC127814862						biological-region	-										
9	127814863	LOC127814863						biological-region	-										
9	127814864	LOC127814864						biological-region	-										
9	127814865	LOC127814865						biological-region	-										
9	127814866	LOC127814866						biological-region	-										
9	127814867	LOC127814867						biological-region	-										
9	127814868	LOC127814868						biological-region	-										
9	127814869	LOC127814869						biological-region	-										
9	127814870	LOC127814870						biological-region	-										
9	127814871	LOC127814871						biological-region	-										
9	127814872	LOC127814872						biological-region	-										
9	127814873	LOC127814873						biological-region	-										
9	127814874	LOC127814874						biological-region	-										
9	127814875	LOC127814875						biological-region	-										
9	127814876	LOC127814876						biological-region	-										
9	127814877	LOC127814877						biological-region	-										
9	127814878	LOC127814878						biological-region	-										
9	127814879	LOC127814879						biological-region	-										
9	127814880	LOC127814880						biological-region	-										
9	127814881	LOC127814881						biological-region	-										
9	127814882	LOC127814882						biological-region	-										
9	127814883	LOC127814883						biological-region	-										
9	127814884	LOC127814884						biological-region	-										
9	127814885	LOC127814885						biological-region	-										
9	127814886	LOC127814886						biological-region	-										
9	127814887	LOC127814887						biological-region	-										
9	127814888	LOC127814888						biological-region	-										
9	127814889	LOC127814889						biological-region	-										
9	127814890	LOC127814890						biological-region	-										
9	127814891	LOC127814891						biological-region	-										
9	127814892	LOC127814892						biological-region	-										
9	127814893	LOC127814893						biological-region	-										
9	127814894	LOC127814894						biological-region	-										
9	127814895	LOC127814895						biological-region	-										
9	127814896	LOC127814896						biological-region	-										
9	127814897	LOC127814897						biological-region	-										
9	127814898	LOC127814898						biological-region	-										
9	127814899	LOC127814899						biological-region	-										
9	127814900	LOC127814900						biological-region	-										
9	127814901	LOC127814901						biological-region	-										
9	127814902	LOC127814902						biological-region	-										
9	127814903	LOC127814903						biological-region	-										
9	127814904	LOC127814904						biological-region	-										
9	127814905	LOC127814905						biological-region	-										
9	127814906	LOC127814906						biological-region	-										
9	127814907	LOC127814907						biological-region	-										
9	127814908	LOC127814908						biological-region	-										
9	127814909	LOC127814909						biological-region	-										
9	127814910	LOC127814910						biological-region	-										
9	127814911	LOC127814911						biological-region	-										
9	127814912	LOC127814912						biological-region	-										
9	127814913	LOC127814913						biological-region	-										
9	127814914	LOC127814914						biological-region	-										
9	127814915	LOC127814915						biological-region	-										
9	127814916	LOC127814916						biological-region	-										
9	127814917	LOC127814917						biological-region	-										
9	127814918	LOC127814918						biological-region	-										
9	127814919	LOC127814919						biological-region	-										
9	127814920	LOC127814920						biological-region	-										
9	127814921	LOC127814921						biological-region	-										
9	127814922	LOC127814922						biological-region	-										
9	127814923	LOC127814923						biological-region	-										
9	127814924	LOC127814924						biological-region	-										
